Respondent ID: Respondent ID,Language: Language,Q1: What is your age?,Q48: What best describes your location?,Q2 Recoded: What is your preferred language?,Q3: How well can you read and write in English?,Q4: Has the general preference for use of English in open source negatively affected your ability to participate?,Q28: Which best describes your employment (paid work) status?,"Q29: In your main job, how often do you contribute to open source communities?","Q44: Do you identify as a person with a dis/ability? For the purpose of this survey we define dis/ability as a long-term physical, mental, intellectual, or sensory impairment which, in interaction with various attitudinal and environmental barriers, hinders your full and effective participation in society on an equal basis with others.","Q49_01: With which racial background(s) do you identify? If multiracial, check all that apply. Asian","Q49_02: With which racial background(s) do you identify? If multiracial, check all that apply. Black","Q49_03: With which racial background(s) do you identify? If multiracial, check all that apply. Hispanic/Latinx","Q49_04: With which racial background(s) do you identify? If multiracial, check all that apply. Native or Indigenous","Q49_05: With which racial background(s) do you identify? If multiracial, check all that apply. Pacific Islander","Q49_06: With which racial background(s) do you identify? If multiracial, check all that apply. White","Q49_07: With which racial background(s) do you identify? If multiracial, check all that apply. Prefer not to answer","Q49_08_None of above the above: With which racial background(s) do you identify? If multiracial, check all that apply. None of the above",Q50_01: What is your gender? Woman,Q50_02: What is your gender? Man,Q50_03: What is your gender? Non-binary / third gender,Q50_04: What is your gender? Prefer not to answer,Q50_05: What is your gender? Other,"Q51: Do you consider yourself to be gender non-conforming, gender diverse, gender variant, or gender expansive?",Q52: Do you consider yourself to be transgender?,Q53_01: What is your sexual orientation? (check all that apply)? Asexual,Q53_02: What is your sexual orientation? (check all that apply)? Bisexual,Q53_03: What is your sexual orientation? (check all that apply)? Gay,Q53_04: What is your sexual orientation? (check all that apply)? Heterosexual or straight,Q53_05: What is your sexual orientation? (check all that apply)? Questioning,Q53_06: What is your sexual orientation? (check all that apply)? Lesbian,Q53_07: What is your sexual orientation? (check all that apply)? Pansexual,Q53_08: What is your sexual orientation? (check all that apply)? Queer,Q53_09: What is your sexual orientation? (check all that apply)? Prefer not to answer,Q53_None_of_the_above: What is your sexual orientation? (check all that apply)? None of the above
12829817742,English,65 to 74 years,Europe,Portuguese,Not very well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829817901,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829820487,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829822365,English,25 to 34 years,Europe,English,Very well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829822873,English,45 to 54 years,Europe,English,Very well,No,Other,,No,,,,,,,,,Woman,,,,,Prefer not to answer,Yes,,,,,,Lesbian,,,,
12829823535,English,18 to 24 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829825241,English,35 to 44 years,Europe,English,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829829723,English,55 to 64 years,Europe,English,Very well,No,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Questioning,No,Asexual,Bisexual,Gay,Heterosexual or straight,Questioning,,,Queer,,
12829831041,English,45 to 54 years,Europe,Spanish,Moderately well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,Asexual,,,Heterosexual or straight,,,,,,
12829836041,English,45 to 54 years,Europe,All other answers,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829853878,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,Yes,No,Asexual,,,,,,,,,
12829857409,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12829863727,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,Questioning,No,,Bisexual,,,,,,,,
12829865280,English,45 to 54 years,Europe,English,Very well,No,Self-Employed full or part time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Prefer not to answer,Prefer not to answer,,,,,,,,,Prefer not to answer,
12829868201,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829870749,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,No,No,,,,,,,Pansexual,,,
12829871963,English,55 to 64 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12829876698,English,25 to 34 years,Europe,All other answers,Moderately well,Yes,Temporarily not working,,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829877743,English,55 to 64 years,Europe,,Very well,No,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Prefer not to answer,Prefer not to answer,,,,,,,,,Prefer not to answer,
12829877819,English,55 to 64 years,Europe,English,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829880810,English,55 to 64 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829881124,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829881637,English,45 to 54 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829887677,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829888960,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829903139,English,18 to 24 years,Europe,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829906808,English,35 to 44 years,Europe,Spanish,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829908006,English,35 to 44 years,Europe,,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829910194,English,45 to 54 years,Europe,German,Very well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829911806,English,45 to 54 years,Europe,All other answers,Moderately well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829916388,English,45 to 54 years,Europe,Spanish,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829920159,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829928750,English,45 to 54 years,Europe,German,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829930536,English,35 to 44 years,Europe,French,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829938322,English,45 to 54 years,Europe,All other answers,Very well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829941140,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12829941864,English,35 to 44 years,Europe,English,Very well,No,Self-Employed full or part time,Never,No,,,,,,,,,,Man,,,,Yes,No,,,Gay,,,,,,,
12829946874,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,,Non-binary / third gender,,,Questioning,No,Asexual,Bisexual,,,,,Pansexual,Queer,,
12829953851,English,45 to 54 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829957498,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829962784,English,45 to 54 years,Europe,All other answers,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829966839,English,25 to 34 years,Europe,German,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829969514,English,18 to 24 years,Europe,French,Very well,No,Full-time university student,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829969727,English,55 to 64 years,Europe,French,Very well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829982471,English,35 to 44 years,Europe,English,Very well,No,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829987288,English,25 to 34 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829996586,English,45 to 54 years,Europe,,Moderately well,No,Employed part time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,Asexual,,,Heterosexual or straight,,,,,,
12830004857,English,35 to 44 years,Europe,English,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,Bisexual,,,,,,,,
12830013235,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12830015379,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830016975,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830035885,English,25 to 34 years,Europe,All other answers,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830043096,English,55 to 64 years,Europe,English,Very well,No,Employed part time,Rarely,No,,,,,,,,,,Man,,,,Questioning,Questioning,,,,Heterosexual or straight,,,Pansexual,,,
12830043319,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830053892,English,55 to 64 years,Europe,English,Very well,No,Self-Employed full or part time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,,,,Pansexual,,,
12830060283,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,Prefer not to answer,,,,,,,,,Prefer not to answer,
12830065192,English,55 to 64 years,Europe,English,Moderately well,Yes,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830071375,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830073347,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830077663,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830083206,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830083782,English,45 to 54 years,Europe,English,Moderately well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12830088191,English,55 to 64 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830097387,English,75 years or older,Europe,English,Very well,No,Retired,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12830105807,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830161051,English,45 to 54 years,Europe,Spanish,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830166008,English,25 to 34 years,Europe,All other answers,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,Prefer not to answer,,,,,,,,,Prefer not to answer,
12830187427,English,25 to 34 years,Europe,German,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12830194129,English,65 to 74 years,Europe,All other answers,Very well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,Heterosexual or straight,,,,,,
12830205526,English,25 to 34 years,Europe,French,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830211532,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830246215,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830256075,English,Prefer not to say,Europe,,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12830272799,English,55 to 64 years,Europe,German,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830293797,English,35 to 44 years,Europe,,Very well,No,Self-Employed full or part time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,Woman,,,,,Yes,Yes,Asexual,Bisexual,,,,,,Queer,,
12830293799,English,18 to 24 years,Europe,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,,,,,,Heterosexual or straight,,,,,,
12830298553,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830348029,English,25 to 34 years,Europe,English,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12830383864,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Yes,No,,Bisexual,,,,,,,,
12830477666,English,25 to 34 years,Europe,All other answers,Moderately well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830589565,English,Prefer not to say,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830674856,English,55 to 64 years,Europe,Portuguese,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830814214,English,25 to 34 years,Europe,All other answers,Very well,No,Employed full time,Frequently,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12830841597,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830844999,English,35 to 44 years,Europe,All other answers,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830868220,English,45 to 54 years,Europe,English,Moderately well,Yes,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830885140,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830892857,English,25 to 34 years,Europe,English,Moderately well,No,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830897645,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830899109,English,45 to 54 years,Europe,All other answers,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830900311,English,35 to 44 years,Europe,French,Moderately well,Yes,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830900861,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830901204,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830903525,English,35 to 44 years,Europe,,Very well,No,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830920510,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830921246,English,55 to 64 years,Europe,German,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830928311,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,,No,,,,,,,,,,
12830929823,English,45 to 54 years,Europe,German,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830930603,English,25 to 34 years,Europe,All other answers,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830937254,English,25 to 34 years,Europe,All other answers,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,Woman,,,,,No,No,,Bisexual,,,,,,,,
12830944739,English,35 to 44 years,Europe,All other answers,Very well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12830945136,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830945346,English,25 to 34 years,Europe,All other answers,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830946156,English,25 to 34 years,Europe,German,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830946277,English,55 to 64 years,Europe,English,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830949463,English,55 to 64 years,Europe,All other answers,Not very well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830950012,English,45 to 54 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830952575,English,55 to 64 years,Europe,German,Very well,No,Retired,,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830957793,English,65 to 74 years,Europe,English,Very well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830960657,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830960679,English,35 to 44 years,Europe,German,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12830964078,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,Asexual,,,Heterosexual or straight,,,,,,
12830972430,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,Bisexual,Gay,,,,Pansexual,,,
12830974534,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12830976505,English,65 to 74 years,Europe,German,Very well,No,Retired,,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830977295,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830977497,English,55 to 64 years,Europe,All other answers,Very well,Prefer not to say,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12830978336,English,55 to 64 years,Europe,French,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830984296,English,55 to 64 years,Europe,German,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830986986,English,55 to 64 years,Europe,German,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830988017,English,45 to 54 years,Europe,All other answers,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830989570,English,45 to 54 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830990682,English,45 to 54 years,Europe,German,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830991498,English,35 to 44 years,Europe,English,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,Questioning,,,,,
12830995372,English,55 to 64 years,Europe,German,Very well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831007139,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831010299,English,45 to 54 years,Europe,German,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12831011183,English,55 to 64 years,Europe,English,Very well,No,Self-Employed full or part time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831013406,English,25 to 34 years,Europe,Spanish,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831014168,English,35 to 44 years,Europe,English,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12831016049,English,35 to 44 years,Europe,English,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831017865,English,45 to 54 years,Europe,All other answers,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831018006,English,45 to 54 years,Europe,German,Very well,No,Self-Employed full or part time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831023441,English,35 to 44 years,Europe,All other answers,Not very well,No,Permanently not working due to dis/ability or other commitments,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831023696,English,55 to 64 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831027161,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831031181,English,25 to 34 years,Europe,All other answers,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831034706,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831037841,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831038698,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831038929,English,25 to 34 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12831043807,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831044979,English,55 to 64 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12831046372,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831046601,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831046706,English,45 to 54 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12831046888,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,Gay,,,,,,,
12831048383,English,55 to 64 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831053710,English,25 to 34 years,Europe,Spanish,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12831053928,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831055322,English,55 to 64 years,Europe,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12831055954,English,55 to 64 years,Europe,English,Very well,No,Other,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831063402,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12831064067,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831067883,English,35 to 44 years,Europe,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831069607,English,35 to 44 years,Europe,All other answers,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831071901,English,45 to 54 years,Europe,All other answers,Very well,No,Permanently not working due to dis/ability or other commitments,,"Yes, I identify as a person with a dis/ability",,,,,,,,,Woman,,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
